#OTU_ID	LL1	LL2	LL3	LR1	LR2	LR3	AL1	AL2	AL3	AR1	AR2	AR3	taxonomy
Bacillus_haynesii	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_haynesii
Bacillus_smithii	0	0	0	0	0	0	0	1	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_smithii
Bacillus_subtilis	0	0	0	1	0	0	0	0	0	1	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
Bacillus_thuringiensis	0	1	0	0	1	0	1	0	0	1	1	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_thuringiensis
Bacillus_velezensis	0	0	0	0	0	0	0	0	0	1	0	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_velezensis
Caldibacillus_thermoamylovorans	0	0	4	3	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Caldibacillus; s__Caldibacillus_thermoamylovorans
Oceanobacillus_kimchii	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Oceanobacillus; s__Oceanobacillus_kimchii
Weizmannia_coagulans	0	0	0	4	0	0	0	0	1	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Weizmannia; s__Weizmannia_coagulans
Brochothrix_thermosphacta	0	0	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__Brochothrix; s__Brochothrix_thermosphacta
Brevibacillus_marinus	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Brevibacillus; s__Brevibacillus_marinus
Paenibacillus_psychroresistens	0	0	0	0	0	0	0	0	0	0	0	2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_psychroresistens
Saccharibacillus_brassicae	0	2	0	0	0	0	0	1	1	0	0	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Saccharibacillus; s__Saccharibacillus_brassicae
Kurthia_zopfii	0	0	1	0	0	0	1	0	1	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Kurthia; s__Kurthia_zopfii
Paenisporosarcina_antarctica	1	0	0	0	0	0	1	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Paenisporosarcina; s__Paenisporosarcina_antarctica
Planococcus_glaciei	1	3	7	3	0	0	1	2	0	0	0	23	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__Planococcus_glaciei
Sporosarcina_ureae	0	5	0	0	0	0	1	0	1	0	1	5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__Sporosarcina_ureae
Sporosarcina_ureilytica	0	4	0	0	0	0	0	0	0	0	0	2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__Sporosarcina_ureilytica
Ureibacillus_thermosphaericus	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Ureibacillus; s__Ureibacillus_thermosphaericus
Abyssicoccus_albus	0	0	0	2	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Abyssicoccus; s__Abyssicoccus_albus
Jeotgalicoccus_saudimassiliensis	3	15	17	5	21	18	3	10	12	10	25	56	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Jeotgalicoccus; s__Jeotgalicoccus_saudimassiliensis
Mammaliicoccus_fleurettii	0	0	0	0	0	0	0	0	0	1	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Mammaliicoccus; s__Mammaliicoccus_fleurettii
Staphylococcus_aureus	92	68	25	105	145	26	9	202	80	25	22	54	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_aureus
Staphylococcus_auricularis	832	303	0	0	0	1	0	0	1	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_auricularis
Staphylococcus_capitis	1	5	1	0	0	0	1	1	3	6	5	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_capitis
Staphylococcus_caprae	0	3	1	5	5	1	0	10	2	0	2	4	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_caprae
Staphylococcus_cohnii	0	0	0	2	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_cohnii
Staphylococcus_condimenti	0	0	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_condimenti
Staphylococcus_epidermidis	31	25	0	16	15	3	3	33	11	2	1	3	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_epidermidis
Staphylococcus_haemolyticus	2	3	3	0	1	0	0	1	4	0	1	2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_haemolyticus
Staphylococcus_hominis	19	64	41	25	58	38	10	15	112	14	20	24	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_hominis
Staphylococcus_lugdunensis	0	0	0	0	0	0	0	0	1	0	0	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_lugdunensis
Staphylococcus_nepalensis	0	0	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_nepalensis
Staphylococcus_pasteuri	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_pasteuri
Staphylococcus_pettenkoferi	2	1	0	0	0	4	1	1	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_pettenkoferi
Staphylococcus_pseudintermedius	8	4	3	0	5	2	1	10	5	12	1	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_pseudintermedius
Staphylococcus_saprophyticus	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_saprophyticus
Staphylococcus_simiae	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_simiae
Staphylococcus_simulans	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_simulans
Staphylococcus_warneri	2	2	2	0	1	4	0	4	1	0	1	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_warneri
Staphylococcus_xylosus	0	0	0	0	0	0	0	0	0	1	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_xylosus
Novibacillus_thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Novibacillus; s__Novibacillus_thermophilus
Exiguobacterium_mexicanum	0	0	0	0	0	0	0	0	0	1	0	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__unknown; g__Exiguobacterium; s__Exiguobacterium_mexicanum
Gemella_haemolysans	14	19	0	0	0	3	1	2	1	4	10	12	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__unknown; g__Gemella; s__Gemella_haemolysans
Gemella_morbillorum	0	7	4	0	0	0	3	1	9	0	3	5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__unknown; g__Gemella; s__Gemella_morbillorum
Gemella_sanguinis	1	6	0	0	0	1	3	9	11	4	8	4	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__unknown; g__Gemella; s__Gemella_sanguinis
Abiotrophia_defectiva	2	7	6	1	14	5	14	22	21	33	71	21	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Abiotrophia; s__Abiotrophia_defectiva
Aerococcus_christensenii	0	0	0	0	0	0	0	2	3	0	0	2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus; s__Aerococcus_christensenii
Suicoccus_acidiformans	0	15	7	1	14	3	1	0	6	2	2	4	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Suicoccus; s__Suicoccus_acidiformans
Carnobacterium_divergens	0	0	0	0	0	0	1	0	0	0	12	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium; s__Carnobacterium_divergens
Carnobacterium_inhibens	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium; s__Carnobacterium_inhibens
Carnobacterium_maltaromaticum	0	0	0	1	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium; s__Carnobacterium_maltaromaticum
Dolosigranulum_pigrum	30	23	31	18	19	15	45	430	1293	56	691	1563	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Dolosigranulum; s__Dolosigranulum_pigrum
Jeotgalibaca_ciconiae	0	0	0	0	0	1	0	0	0	0	1	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Jeotgalibaca; s__Jeotgalibaca_ciconiae
Jeotgalibaca_dankookensis	0	0	0	0	0	0	0	0	2	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Jeotgalibaca; s__Jeotgalibaca_dankookensis
Jeotgalibaca_porci	0	0	0	0	0	1	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Jeotgalibaca; s__Jeotgalibaca_porci
Enterococcus_cecorum	0	0	0	95	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_cecorum
Enterococcus_faecalis	0	3	2	1	1	0	0	0	0	3	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_faecalis
Enterococcus_saigonensis	0	0	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_saigonensis
Vagococcus_hydrophili	0	0	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Vagococcus; s__Vagococcus_hydrophili
Lacticaseibacillus_rhamnosus	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lacticaseibacillus; s__Lacticaseibacillus_rhamnosus
Lactobacillus_crispatus	9	34	40	5	20	17	2	2	4	5	4	4	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_crispatus
Lactobacillus_delbrueckii	0	0	0	0	0	0	0	1	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_delbrueckii
Lactobacillus_helveticus	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_helveticus
Lactobacillus_iners	33	62	50	68	54	15	8	9	276	41	52	50	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_iners
Lactobacillus_jensenii	3	2	4	10	0	4	2	1	11	1	5	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_jensenii
Leuconostoc_carnosum	0	0	0	0	0	0	1	0	0	1	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Leuconostoc; s__Leuconostoc_carnosum
Leuconostoc_gelidum	0	1	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Leuconostoc; s__Leuconostoc_gelidum
Levilactobacillus_brevis	0	0	0	0	0	0	0	1	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Levilactobacillus; s__Levilactobacillus_brevis
Ligilactobacillus_salivarius	0	0	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Ligilactobacillus; s__Ligilactobacillus_salivarius
Weissella_cibaria	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Weissella; s__Weissella_cibaria
Lactococcus_cremoris	0	23	0	0	0	0	1	0	0	0	3	4	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__Lactococcus_cremoris
Lactococcus_lactis	0	34	2	0	0	2	0	1	4	5	14	13	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__Lactococcus_lactis
Lactococcus_raffinolactis	0	0	0	0	0	0	0	0	0	0	2	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__Lactococcus_raffinolactis
Streptococcus_acidominimus	1	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_acidominimus
Streptococcus_agalactiae	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_agalactiae
Streptococcus_canis	1	1	8	0	3	0	10	1	3	35	5	2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_canis
Streptococcus_cristatus	1	1	0	0	0	0	5	4	1	0	0	3	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_cristatus
Streptococcus_gordonii	0	0	0	0	0	0	1	0	0	0	0	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_gordonii
Streptococcus_lutetiensis	0	0	0	0	0	0	0	0	0	1	2	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_lutetiensis
Streptococcus_mitis	2	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_mitis
Streptococcus_oralis	2	0	0	0	0	0	2	1	2	1	4	5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_oralis
Streptococcus_parasanguinis	1	1	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_parasanguinis
Streptococcus_pneumoniae	2	0	0	0	0	0	0	0	0	1	2	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_pneumoniae
Streptococcus_pyogenes	0	0	0	0	0	0	1	2	0	0	2	2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_pyogenes
Streptococcus_salivarius	2	0	0	0	0	0	1	0	0	0	0	2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_salivarius
Streptococcus_sanguinis	1	1	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_sanguinis
Streptococcus_suis	0	0	1	0	0	0	4	2	2	8	3	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_suis
Streptococcus_thermophilus	0	1	0	0	0	4	0	0	1	0	0	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_thermophilus
Candidatus Arthromitus	0	0	0	0	0	0	0	0	0	1	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Clostridiaceae; g__Candidatus; s__Arthromitus
Clostridium_manihotivorum	0	1	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Clostridiaceae; g__Clostridium; s__Clostridium_manihotivorum
Clostridium_perfringens	2	1	2	0	0	0	5	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Clostridiaceae; g__Clostridium; s__Clostridium_perfringens
Clostridium_saccharobutylicum	0	0	0	0	0	2	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Clostridiaceae; g__Clostridium; s__Clostridium_saccharobutylicum
Aminipila	0	3	0	0	0	0	0	0	1	2	1	1	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriales; g__Family; s__XIII.
Eubacteriales Family XIII. Incertae Sedis	0	0	0	0	0	0	0	1	1	3	3	1	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriales; g__Family; s__XIII.
Mogibacterium	0	1	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriales; g__Family; s__XIII.
Mogibacterium_diversum	0	12	0	0	0	0	0	0	1	0	0	1	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriales; g__Family; s__XIII.
Anaerocolumna_cellulosilytica	0	1	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Anaerocolumna; s__Anaerocolumna_cellulosilytica
Blautia_hansenii	1	0	0	0	0	0	0	0	2	2	1	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Blautia; s__Blautia_hansenii
Cellulosilyticum_lentocellum	1	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Cellulosilyticum; s__Cellulosilyticum_lentocellum
Herbinix_luporum	0	0	0	0	0	0	1	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Herbinix; s__Herbinix_luporum
Lachnoanaerobaculum_umeaense	0	0	0	0	0	0	0	0	8	0	0	1	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Lachnoanaerobaculum; s__Lachnoanaerobaculum_umeaense
[Ruminococcus]_gnavus	2	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Mediterraneibacter; s__[Ruminococcus]_gnavus
Ethanoligenens_harbinense	0	0	0	3	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Ethanoligenens; s__Ethanoligenens_harbinense
Faecalibacterium_prausnitzii	0	0	0	26	0	0	1	0	2	0	0	1	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii
Fastidiosipila_sanguinis	0	0	2	6	5	0	1	0	0	4	4	1	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Fastidiosipila; s__Fastidiosipila_sanguinis
Mageeibacillus_indolicus	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Mageeibacillus; s__Mageeibacillus_indolicus
Ruminococcus_champanellensis	0	0	0	0	0	1	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Ruminococcus; s__Ruminococcus_champanellensis
Ruthenibacterium_lactatiformans	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Ruthenibacterium; s__Ruthenibacterium_lactatiformans
Acetoanaerobium_sticklandii	0	1	0	0	0	0	0	0	0	3	0	2	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptostreptococcaceae; g__Acetoanaerobium; s__Acetoanaerobium_sticklandii
Clostridioides_difficile	0	0	1	0	1	0	1	1	0	1	1	1	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptostreptococcaceae; g__Clostridioides; s__Clostridioides_difficile
Filifactor_alocis	1	17	12	17	0	1	7	17	11	31	47	7	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptostreptococcaceae; g__Filifactor; s__Filifactor_alocis
Peptacetobacter_hiranonis	1	0	3	0	0	10	1	2	4	0	0	1	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptostreptococcaceae; g__Peptacetobacter; s__Peptacetobacter_hiranonis
Romboutsia_ilealis	0	0	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptostreptococcaceae; g__Romboutsia; s__Romboutsia_ilealis
Intestinimonas_butyriciproducens	0	0	0	0	0	0	0	1	0	1	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__unknown; g__Intestinimonas; s__Intestinimonas_butyriciproducens
Intestinibaculum_porci	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Intestinibaculum; s__Intestinibaculum_porci
Megamonas_funiformis	0	2	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Megamonas; s__Megamonas_funiformis
Selenomonas_sputigena	0	0	0	0	0	0	0	0	0	0	2	1	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__Selenomonas_sputigena
Selenomonas_timonae	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__Selenomonas_timonae
Dialister_pneumosintes	0	0	0	0	0	0	0	1	0	0	0	0	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; s__Dialister_pneumosintes
Megasphaera_stantonii	0	0	0	0	0	0	1	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Megasphaera; s__Megasphaera_stantonii
Veillonella_atypica	0	1	0	0	0	0	0	0	1	0	0	2	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__Veillonella_atypica
Veillonella_parvula	6	6	0	0	0	0	7	3	34	0	4	25	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__Veillonella_parvula
Anaerococcus_mediterraneensis	3	24	6	9	18	19	3	73	25	10	12	34	d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus; s__Anaerococcus_mediterraneensis
Anaerococcus_prevotii	25	128	104	70	118	99	22	56	106	30	59	60	d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus; s__Anaerococcus_prevotii
Finegoldia_magna	25	121	116	37	89	88	22	15	47	41	54	46	d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Finegoldia; s__Finegoldia_magna
Murdochiella_vaginalis	0	0	3	0	0	0	0	0	0	0	1	1	d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Murdochiella; s__Murdochiella_vaginalis
Parvimonas_micra	2	0	24	10	0	7	17	21	18	50	37	13	d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Parvimonas; s__Parvimonas_micra
Peptoniphilus_harei	16	39	40	36	54	56	10	17	22	28	35	25	d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Peptoniphilus; s__Peptoniphilus_harei
Peptoniphilus_ivorii	3	14	22	7	6	5	1	4	4	8	11	10	d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Peptoniphilus; s__Peptoniphilus_ivorii
Ezakiella_massiliensis	1	29	24	13	6	11	3	10	4	17	13	13	d__Bacteria; p__Firmicutes; c__Tissierellia; o__unknown; f__unknown; g__Ezakiella; s__Ezakiella_massiliensis
