#OTU_ID	LL1	LL2	LL3	LR1	LR2	LR3	AL1	AL2	AL3	AR1	AR2	AR3	taxonomy
Alloacidobacterium_dinghuense	0	0	0	0	0	0	0	0	0	0	1	0	d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Alloacidobacterium; s__Alloacidobacterium_dinghuense
Terriglobus_albidus	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Terriglobus; s__Terriglobus_albidus
Candidatus_Solibacter	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Bryobacterales; f__Solibacteraceae; g__Candidatus; s__Solibacter
Luteitalea_pratensis	0	5	0	0	0	0	0	0	1	0	3	0	d__Bacteria; p__Acidobacteria; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Luteitalea; s__Luteitalea_pratensis
Actinomarinicola_tropica	0	0	0	0	0	0	0	1	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Iamiaceae; g__Actinomarinicola; s__Actinomarinicola_tropica
Ilumatobacter_coccineus	0	3	0	0	0	0	1	0	0	1	0	0	d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__Ilumatobacter; s__Ilumatobacter_coccineus
Actinomyces_naeslundii	0	0	0	0	0	0	0	0	0	0	0	2	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces_naeslundii
Pauljensenia_hongkongensis	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Pauljensenia; s__Pauljensenia_hongkongensis
Schaalia_odontolytica	0	0	0	0	0	1	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Schaalia; s__Schaalia_odontolytica
Corynebacterium_aurimucosum	1	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_aurimucosum
Corynebacterium_doosanense	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_doosanense
Corynebacterium_imitans	0	0	0	0	2	0	0	0	0	1	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_imitans
Corynebacterium_jeikeium	0	0	0	0	0	2	0	0	0	1	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_jeikeium
Corynebacterium_lizhenjunii	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_lizhenjunii
Corynebacterium_matruchotii	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_matruchotii
Corynebacterium_mustelae	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_mustelae
Corynebacterium_segmentosum	0	0	0	0	0	0	0	0	1	1	3	3	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_segmentosum
Corynebacterium_singulare	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_singulare
Corynebacterium_ulcerans	0	1	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_ulcerans
Corynebacterium_ureicelerivorans	0	0	0	0	0	3	0	0	1	0	1	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_ureicelerivorans
Lawsonella_clevelandensis	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Lawsonellaceae; g__Lawsonella; s__Lawsonella_clevelandensis
Brevibacterium_casei	1	0	0	0	0	0	0	0	0	0	1	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Brevibacteriaceae; g__Brevibacterium; s__Brevibacterium_casei
Brevibacterium_linens	0	0	1	0	0	0	0	0	0	2	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Brevibacteriaceae; g__Brevibacterium; s__Brevibacterium_linens
Brachybacterium_saurashtrense	0	0	0	0	0	0	0	0	0	1	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Dermabacteraceae; g__Brachybacterium; s__Brachybacterium_saurashtrense
Dermabacter_vaginalis	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Dermabacteraceae; g__Dermabacter; s__Dermabacter_vaginalis
Luteipulveratus_mongoliensis	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Dermacoccaceae; g__Luteipulveratus; s__Luteipulveratus_mongoliensis
Janibacter_limosus	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Intrasporangiaceae; g__Janibacter; s__Janibacter_limosus
Kytococcus_sedentarius	1	0	0	0	0	0	0	0	0	0	0	3	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Kytococcaceae; g__Kytococcus; s__Kytococcus_sedentarius
Aurantimicrobium_photophilum	0	1	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Aurantimicrobium; s__Aurantimicrobium_photophilum
Clavibacter_michiganensis	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Clavibacter; s__Clavibacter_michiganensis
Gryllotalpicola_protaetiae	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Gryllotalpicola; s__Gryllotalpicola_protaetiae
Arthrobacter_agilis	0	0	1	0	1	0	0	0	0	2	0	3	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__Arthrobacter_agilis
Arthrobacter_alpinus	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__Arthrobacter_alpinus
Glutamicibacter_creatinolyticus	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__Glutamicibacter_creatinolyticus
Kocuria_palustris	0	7	1	0	0	0	0	0	5	0	2	23	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__Kocuria_palustris
Kocuria_rosea	1	0	0	1	0	0	0	0	1	1	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__Kocuria_rosea
Micrococcus_luteus	1	0	0	1	0	0	0	0	0	9	6	21	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Micrococcus; s__Micrococcus_luteus
Rothia_aeria	0	0	0	0	0	0	0	0	5	0	0	10	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__Rothia_aeria
Rothia_dentocariosa	0	1	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__Rothia_dentocariosa
Rothia_mucilaginosa	3	4	0	0	0	0	0	0	1	0	1	6	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__Rothia_mucilaginosa
Friedmanniella_luteola	0	0	0	0	0	0	0	0	0	0	0	2	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Friedmanniella; s__Friedmanniella_luteola
Micropruina_glycogenica	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Micropruina; s__Micropruina_glycogenica
Arachnia_propionica	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Arachnia; s__Arachnia_propionica
Cutibacterium_acnes	9	25	12	2	0	1	14	121	156	8	28	540	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; s__Cutibacterium_acnes
Cutibacterium_avidum	0	0	0	0	0	0	1	0	0	0	1	2	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; s__Cutibacterium_avidum
Cutibacterium_granulosum	1	1	3	0	0	0	2	16	4	0	0	32	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; s__Cutibacterium_granulosum
Microlunatus_phosphovorus	0	2	1	0	0	0	0	0	0	2	0	1	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus; s__Microlunatus_phosphovorus
Microlunatus_sagamiharensis	0	0	1	0	0	0	1	0	0	2	0	2	d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus; s__Microlunatus_sagamiharensis
Lancefieldella_parvula	0	1	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Lancefieldella; s__Lancefieldella_parvula
Collinsella_aerofaciens	0	0	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__Collinsella_aerofaciens
Rubrobacter_tropicus	0	0	0	4	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__Rubrobacter_tropicus
Fimbriimonas_ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	2	d__Bacteria; p__Armatimonadetes; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__Fimbriimonas; s__Fimbriimonas_ginsengisoli
Bacteroides_heparinolyticus	0	0	0	0	0	0	0	0	0	1	4	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_heparinolyticus
Phocaeicola_vulgatus	0	0	0	0	0	0	0	0	0	1	0	1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__Phocaeicola_vulgatus
Petrimonas_mucosa	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Petrimonas; s__Petrimonas_mucosa
Porphyromonas_asaccharolytica	1	1	2	0	5	2	8	8	1	56	39	1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas_asaccharolytica
Porphyromonas_cangingivalis	0	1	27	4	0	0	11	5	4	95	37	6	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas_cangingivalis
Porphyromonas_crevioricanis	0	0	0	0	0	0	1	1	1	18	3	1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas_crevioricanis
Porphyromonas_gingivalis	0	1	25	8	0	1	25	9	18	224	66	17	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas_gingivalis
Prevotella_denticola	1	3	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_denticola
Prevotella_enoeca	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_enoeca
Prevotella_fusca	0	0	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_fusca
Prevotella_intermedia	0	0	0	0	0	0	0	0	4	2	1	14	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_intermedia
Prevotella_melaninogenica	0	0	0	0	0	0	2	0	6	0	0	8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_melaninogenica
Prevotella_oris	0	0	0	0	0	0	0	0	0	0	0	4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_oris
Pseudoprevotella_muciniphila	0	0	0	0	0	0	0	0	0	1	0	1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Pseudoprevotella; s__Pseudoprevotella_muciniphila
Tannerella_forsythia	0	0	0	0	0	0	1	3	1	20	4	1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella; s__Tannerella_forsythia
Tannerella_serpentiformis	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella; s__Tannerella_serpentiformis
Arachidicoccus_soli	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Arachidicoccus; s__Arachidicoccus_soli
Chitinophaga_pinensis	0	0	0	0	0	0	0	0	0	1	0	0	d__Bacteria; p__Bacteroidota; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Chitinophaga; s__Chitinophaga_pinensis
Flavisolibacter_ginsenosidimutans	0	0	1	0	1	0	1	1	0	3	0	0	d__Bacteria; p__Bacteroidota; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Flavisolibacter; s__Flavisolibacter_ginsenosidimutans
Flavisolibacter_tropicus	1	0	0	0	6	0	0	1	0	0	1	1	d__Bacteria; p__Bacteroidota; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Flavisolibacter; s__Flavisolibacter_tropicus
Niabella_soli	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Niabella; s__Niabella_soli
Panacibacter_ginsenosidivorans	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Panacibacter; s__Panacibacter_ginsenosidivorans
Paraflavitalea_soli	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Paraflavitalea; s__Paraflavitalea_soli
Phnomibacter_ginsenosidimutans	0	0	4	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Phnomibacter; s__Phnomibacter_ginsenosidimutans
Pseudobacter_ginsenosidimutans	0	0	0	0	0	0	0	1	1	0	0	0	d__Bacteria; p__Bacteroidota; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Pseudobacter; s__Pseudobacter_ginsenosidimutans
Pseudocnuella_soli	0	1	0	0	0	1	0	0	0	2	0	0	d__Bacteria; p__Bacteroidota; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Pseudocnuella; s__Pseudocnuella_soli
Rhodocytophaga_rosea	0	0	0	0	0	0	2	1	1	1	1	1	d__Bacteria; p__Bacteroidota; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Rhodocytophaga; s__Rhodocytophaga_rosea
Spirosoma_rigui	1	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__Spirosoma_rigui
Chryseolinea_soli	0	1	0	0	0	0	0	0	0	1	0	0	d__Bacteria; p__Bacteroidota; c__Cytophagia; o__Cytophagales; f__Fulvivirgaceae; g__Chryseolinea; s__Chryseolinea_soli
Adhaeribacter_radiodurans	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Cytophagia; o__Cytophagales; f__Hymenobacteraceae; g__Adhaeribacter; s__Adhaeribacter_radiodurans
Adhaeribacter_swui	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Cytophagia; o__Cytophagales; f__Hymenobacteraceae; g__Adhaeribacter; s__Adhaeribacter_swui
Hymenobacter_qilianensis	0	0	0	0	0	0	0	1	0	0	0	2	d__Bacteria; p__Bacteroidota; c__Cytophagia; o__Cytophagales; f__Hymenobacteraceae; g__Hymenobacter; s__Hymenobacter_qilianensis
Hymenobacter_russus	0	0	0	0	0	0	0	0	0	1	0	0	d__Bacteria; p__Bacteroidota; c__Cytophagia; o__Cytophagales; f__Hymenobacteraceae; g__Hymenobacter; s__Hymenobacter_russus
Dyadobacter_fermentans	0	0	0	0	0	0	0	0	0	0	0	3	d__Bacteria; p__Bacteroidota; c__Cytophagia; o__Cytophagales; f__Spirosomaceae; g__Dyadobacter; s__Dyadobacter_fermentans
Capnocytophaga_canimorsus	0	0	0	0	0	0	2	0	0	16	5	2	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_canimorsus
Capnocytophaga_cynodegmi	0	0	0	0	0	0	0	0	2	3	3	0	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_cynodegmi
Capnocytophaga_endodontalis	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_endodontalis
Capnocytophaga_gingivalis	5	7	0	0	0	0	7	1	33	2	2	32	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_gingivalis
Capnocytophaga_leadbetteri	0	0	0	0	0	0	0	0	0	1	0	0	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_leadbetteri
Capnocytophaga_sputigena	0	0	0	0	0	0	0	0	4	1	0	6	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_sputigena
Capnocytophaga_stomatis	0	0	0	0	0	0	0	0	0	0	1	1	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_stomatis
Flavobacterium_nackdongense	0	0	0	0	0	0	0	0	1	0	0	1	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium_nackdongense
Flavobacterium_pallidum	0	0	0	0	0	0	0	0	0	1	0	0	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium_pallidum
Bergeyella_cardium	0	0	0	0	0	0	1	0	0	1	0	1	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Bergeyella; s__Bergeyella_cardium
Chryseobacterium_balustinum	0	0	0	0	0	0	0	0	2	0	0	0	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__Chryseobacterium_balustinum
Chryseobacterium_glaciei	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__Chryseobacterium_glaciei
Chryseobacterium_taklimakanense	0	0	0	0	0	1	0	0	0	0	0	1	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__Chryseobacterium_taklimakanense
Cloacibacterium_normanense	0	0	0	18	0	0	0	0	0	0	0	1	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Cloacibacterium; s__Cloacibacterium_normanense
Kaistella_flava	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Kaistella; s__Kaistella_flava
Riemerella_anatipestifer	0	0	0	0	0	0	0	1	0	16	2	0	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Riemerella; s__Riemerella_anatipestifer
Weeksella_virosa	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Weeksella; s__Weeksella_virosa
Pedobacter_cryoconitis	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__Pedobacter_cryoconitis
Sphingobacterium_daejeonense	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Bacteroidota; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium_daejeonense
Sphingobacterium_lactis	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Bacteroidota; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium_lactis
Sphingobacterium_psychroaquaticum	0	0	0	0	0	0	0	0	1	1	0	0	d__Bacteria; p__Bacteroidota; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium_psychroaquaticum
Candidatus_Nanosynbacter	0	0	0	0	0	0	1	0	2	6	5	3	d__Bacteria; p__Candidatus; c__Saccharibacteria; o__Candidatus; f__Saccharimonadia; g__Candidatus; s__Nanosynbacterales
Candidatus_Saccharimonas	0	1	0	0	0	0	0	0	3	4	0	3	d__Bacteria; p__Candidatus; c__Saccharibacteria; o__Candidatus; f__Saccharimonadia; g__Candidatus; s__Saccharimonadales
Desulfurispirillum_indicum	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Chrysiogenetes; c__Chrysiogenetes; o__Chrysiogenales; f__Chrysiogenaceae; g__Desulfurispirillum; s__Desulfurispirillum_indicum
Dolichospermum_compactum	0	1	0	0	0	0	1	0	0	0	1	1	d__Bacteria; p__Cyanobacteria; c__unknown; o__Nostocales; f__Aphanizomenonaceae; g__Dolichospermum; s__Dolichospermum_compactum
Nostoc_edaphicum	0	0	0	0	0	2	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__unknown; o__Nostocales; f__Nostocaceae; g__Nostoc; s__Nostoc_edaphicum
Nostoc_flagelliforme	0	0	0	0	0	12	0	0	0	1	0	0	d__Bacteria; p__Cyanobacteria; c__unknown; o__Nostocales; f__Nostocaceae; g__Nostoc; s__Nostoc_flagelliforme
Moorena_producens	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__unknown; o__Oscillatoriales; f__Oscillatoriaceae; g__Moorena; s__Moorena_producens
Oscillatoria_nigro-viridis	0	0	5	1	0	0	0	0	0	0	2	0	d__Bacteria; p__Cyanobacteria; c__unknown; o__Oscillatoriales; f__Oscillatoriaceae; g__Oscillatoria; s__Oscillatoria_nigro-viridis
Leptolyngbya_boryana	0	0	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Cyanobacteria; c__unknown; o__Pseudanabaenales; f__Leptolyngbyaceae; g__Leptolyngbya; s__Leptolyngbya_boryana
Deinococcus_geothermalis	0	0	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus_geothermalis
Deinococcus_gobiensis	0	0	0	0	0	0	0	0	1	0	0	0	d__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus_gobiensis
Deinococcus_proteolyticus	0	0	0	0	0	0	1	0	0	1	0	0	d__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus_proteolyticus
Deinococcus_puniceus	1	0	0	5	0	0	2	1	0	2	4	3	d__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus_puniceus
Truepera_radiovictrix	1	7	5	2	13	2	3	2	3	2	3	4	d__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Trueperales; f__Trueperaceae; g__Truepera; s__Truepera_radiovictrix
Aeribacillus_pallidus	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Aeribacillus; s__Aeribacillus_pallidus
Bacillus_anthracis	0	0	1	0	0	0	1	0	0	0	0	1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_anthracis
Bacillus_cereus	0	0	0	0	0	0	0	0	0	1	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_cereus
